ID	Method	Prompt	Transcript	Judgement	Original Judgement
4338	Restarant Cluster	Frag: Ich möchte die Rechnung	i would like to pay	reject	accept
4339	RG	Frag: Ich möchte die Rechnung	i would like the check	accept	accept
4340	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i would like pay with the credit card	reject	reject
4343	no method	Sag: Mir geht es gut	eh i am fine	reject	accept
4344	RG	Sag: Mir geht es gut	i am good	accept	accept
4346	no method	Frag: Sandalen	i would like sandals jetzt chani	reject	reject
4347	RG	Frag: Sandalen	i would like sandals	accept	accept
4348	RG	Frag: blaue Sandalen	i would like blue sandals	accept	accept
4349	RG	Frag: Grösse 41	forty-one	accept	accept
4350	RG	Frag: ein T-Shirt	i want a t-shirt	accept	accept
4351	RG	Frag: ein rotes T-Shirt	i want a red t-shirt	accept	accept
4352	no method	Frag: eine S	little	reject	reject
4353	no method	Frag: eine S	little	reject	reject
4354	no method	Frag: eine S	little eh small	reject	accept
4355	RG	Frag: Wie viel kostet das T-Shirt?	how much does the t-shirt cost	accept	accept
4357	RG	Frag: Stiefel	i would like some boots	accept	accept
4358	no method	Frag: Stiefel	i would like some boo	reject	reject
4359	RG	Frag: Stiefel	i would like some boots	accept	accept
4360	RG	Frag: weisse Stiefel	i would like white boots	accept	accept
4361	RG	Frag: Grösse 43	forty three	accept	accept
4362	RG	Frag: Grösse 43	forty three	accept	accept
4363	RG	Sag: Ich habe keine Reservation	i do not have a reservation	accept	accept
4364	RG	Frag: Zimmer für 2 Nächte	i want a room for two nights	accept	accept
4365	RG	Frag: Einzelzimmer	can i have a single room	accept	accept
4366	RG	Sag: Ich möchte mit Mastercard bezahlen	can i pay with mastercard	accept	accept
4368	RG	Frag: Gibt es ein Fitnessstudio?	is there a gym	accept	accept
4369	RG	Frag: Wo ist das Fitnessstudio?	where is the gym	accept	accept
4370	RG	Sag: Ich habe keine Reservation	i do not have a reservation	accept	accept
4371	RG	Frag: Zimmer für 4 Nächte	i want a room for four nights	accept	accept
4372	no method	Frag: Einzelzimmer	can i you have a single room	reject	reject
4373	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i want pay with credit card	reject	reject
4374	RG	Frag: Gibt es ein Hotelrestaurant?	is there a hotel restaurant	accept	accept
4375	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	accept	accept
4377	RG	Frag: Zimmer für 6 Nächte	can i have a room for six nights	accept	accept
4380	RG	Frag: Gibt es ein Hotelrestaurant?	is there a hotel restaurant	accept	accept
4381	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	accept	accept
4382	RG	Frag: Zimmer für 5 Nächte	can i have a room for five nights	accept	accept
4383	RG	Frag: Doppelzimmer	can i have a double room	accept	accept
4384	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i want pay with credit card	reject	reject
4385	no method	Frag: Gibt es einen Lebensmittelladen?	there a grocery sto store	reject	reject
4386	RG	Frag: Wo ist der Lebensmittelladen?	where is the grocery store	accept	accept
4387	no method	Sag: Ich habe keine Reservation	i have not a reservation	reject	reject
4388	no method	Sag: Ich habe keine Reservation	you can't ask help at silver level	reject	reject
4389	no method	Sag: Ich habe keine Reservation	i do not a reservation	reject	reject
4390	no method	Sag: Ich habe keine Reservation	i do not a reservation	reject	reject
4392	no method	Sag: Ich habe keine Reservation	i have not a reservation	reject	reject
4394	no method	Sag: Ich habe keine Reservation	i can't ask for help at the silver level	reject	reject
4395	no method	Sag: Ich habe keine Reservation	you can't ask help at the silver level	reject	reject
4396	RG	Sag: Ich heisse Thomas	my name is thomas	accept	accept
4397	RG	Sag: Ich bin aus Irland	i am from ireland	accept	accept
4398	RG	Frag: ein Ticket nach London	i want one ticket to london	accept	accept
4399	no method	Sag: Ich möchte um 18 Uhr morgen abreisen	i want to leave at six pm tomorrow	reject	accept
4400	RG	Sag: Ich heisse Thomas	my name is thomas	accept	accept
4401	RG	Sag: Ich bin aus Spanien	i am from spain	accept	accept
4402	RG	Sag: Ich heisse Patrick	my name is patrick	accept	accept
4403	RG	Sag: Ich bin aus der Schweiz	i am from switzerland switzerland	accept	accept
4404	no method	Sag: Die Hauptstadt von der Schweiz ist Bern	the capital city of the swiss is bern	reject	reject
4405	RG	Sag: Die Hauptstadt von der Schweiz ist Bern	the capital of switzerland is bern	accept	accept
4406	RG	Sag: Ich habe 3 ältere Brüder	i have three older brothers	accept	accept
4408	no method	Sag: Ich gehe in die Ferien	i going on holidays	reject	reject
4409	RG	Sag: Dies ist mein Pass	this is my passport	accept	accept
4410	RG	Sag: Dies ist mein Pass	it is my passport	accept	accept
4411	RG	Frag: ein Ticket nach Notting Hill	can i have a ticket to notting hill	accept	accept
4412	credit card cluster	Sag: Ich möchte mit Visa bezahlen	pay with visa	reject	reject
4413	RG	Sag: Ich möchte mit Visa bezahlen	can i pay with visa	accept	accept
4415	RG	Frag: 1 Musical-Ticket	can i have one musical ticket	accept	accept
4417	RG	Sag: Ich möchte am Dienstagabend gehen	i want to go on tuesday evening	accept	accept
4418	RG	Frag: ein Ticket für Mamma Mia	a ticket for mamma mia	accept	accept
4419	RG	Frag: ein Ticket für Mamma Mia	i want one ticket for mamma mia	accept	accept
4420	RG	Sag: Ich möchte in der fünften Reihe sitzen	i would like to sit in the fifth row	accept	accept
4421	RG	Sag: Ich möchte in der fünften Reihe sitzen	i want to sit in the fifth row	accept	accept
4422	RG	Frag: Tickets für die National Gallery	i would like tickets for the national gallery	accept	accept
4423	RG	Frag: 2 Tickets	can i have two tickets	accept	accept
4424	RG	Frag: Zimmer für 4 Nächte	i want a room for four nights	accept	accept
4425	RG	Frag: Doppelzimmer	can i have a double room	accept	accept
4426	credit card cluster	Sag: Ich möchte mit Visa bezahlen	i want pay with visa card	reject	reject
4427	credit card cluster	Sag: Ich möchte mit Visa bezahlen	i want pay with visa	reject	reject
4428	credit card cluster	Sag: Ich möchte mit Visa bezahlen	i want pay with visa	reject	reject
4429	RG	Frag: Gibt es ein Hotelrestaurant?	is there a hotel restaurant	accept	accept
4430	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	accept	accept
4431	RG	Frag: Wo ist das Hotelrestaurant?	where is the hotel restaurant	accept	accept
4432	RG	Frag: Wo ist die National Gallery?	where is the national gallery	accept	accept
4433	magic	Frag: Wo ist Piccadilly Circus?	where is the piccadilly circus	accept	reject
4434	no method	Frag: Wo ist Piccadilly Circus?	where is the piccadilly circus	reject	reject
4435	no method	Frag: Wo ist Piccadilly Circus?	where is the piccadilly bill	reject	reject
4436	RG	Sag: Es ist nahe der Bank of England	it is near the bank of england near the bank england	accept	reject
4437	RG	Sag: Es ist nahe der Bank of England	it is near the bank of england	accept	accept
4438	RG	Sag: Mir geht es gut	i am good	accept	accept
4439	RG	Frag: Stiefel	i would like some boots	accept	accept
4440	RG	Frag: weisse Stiefel	i would like white boots	accept	accept
4441	RG	Frag: weisse Stiefel	i would like white boots	accept	accept
4442	no method	Frag: Grösse 42	question forty-two	reject	reject
4443	RG	Frag: ein T-Shirt	i would like a t-shirt	accept	accept
4444	RG	Frag: ein T-Shirt	i would like a t-shirt	accept	accept
4445	RG	Frag: ein gelbes T-Shirt	i would like a yellow t-shirt	accept	accept
4446	RG	Frag: eine S	small	accept	accept
4447	RG	Frag: Wie viel kostet das T-Shirt?	how much is this tee shirt	accept	accept
4449	no method	Sag: Dies ist zu teuer	this is too cher	reject	reject
4450	RG	Sag: Dies ist zu teuer	it is too expensive	accept	accept
4451	RG	Sag: Mir geht es gut	i am good	accept	accept
4452	RG	Frag: Sandalen	i am looking for sandals	accept	accept
4453	RG	Frag: blaue Sandalen	i would like blue sandals	accept	accept
4454	RG	Frag: blaue Sandalen	blue sandals	accept	accept
4455	no method	Frag: Grösse 43	question forty three	reject	reject
4456	no method	Frag: Grösse 43	i am a forty-two	reject	reject
4457	RG	Frag: ein Hemd	i want a shirt	accept	accept
4458	RG	Frag: ein Hemd	i want a shirt	accept	accept
4459	RG	Frag: ein pinkiges Hemd	i would like a pink shirt	accept	accept
4460	no method	Frag: eine L	big	reject	reject
4461	no method	Sag: Dies ist zu eng	is it too tight	reject	accept
4462	RG	Sag: Dies ist zu eng	this is too tight	accept	accept
4463	RG	Sag du möchtest nicht: dieses Hemd	i do not want this shirt	accept	accept
4464	RG	Sag, dass du es nicht möchtest	i do not want it	accept	accept
4465	no method	Sag: Ich habe keine Reservation	i have not a reservation	reject	reject
4466	no method	Sag: Ich habe keine Reservation	you can't ask help at the silver level	reject	reject
4468	RG	Frag: ein Ticket zum Piccadilly Circus	i want a ticket to piccadilly circus	accept	accept
4470	RG	Frag: 4 Tickets nach London	i want four tickets to london	accept	accept
4471	no method	Frag: 4 Tickets nach London	i would like	reject	reject
4472	RG	Frag: 4 Tickets nach London	i would like four tickets to london	accept	accept
4473	RG	Sag: Ich möchte am Dienstagabend abreisen	i want to leave on tuesday evening	accept	accept
4474	RG	Sag: Ich heisse Nick	my name is nick	accept	accept
4475	RG	Sag: Ich bin aus Österreich	i am from austria	accept	accept
4476	RG	Frag: 2 Tickets nach London	i would like two tickets to london	accept	accept
4477	RG	Sag: Ich möchte am Sonntag abreisen	i want to leave on sunday	accept	accept
4478	RG	Sag: Ich heisse Patrick	my name is patrick	accept	accept
4479	RG	Frag: 3 Tickets nach London	can i have three tickets to london	accept	accept
4480	no method	Sag: Ich möchte am Samstagabend abreisen	i like to leave at sat saturday evening	reject	reject
4481	RG	Sag: Ich heisse Barbara	my name is barbara	accept	accept
4482	no method	Sag: Ich bin aus Spanien	i am from espanien	reject	reject
4483	no method	Sag: Ich bin aus Spanien	i am from espania	reject	reject
4484	RG	Sag: Ich heisse James	my name is james	accept	accept
4485	no method	Sag: Ich bin aus Italien	i am from italia	reject	reject
4486	no method	Sag: Die Hauptstadt von Italien ist Rom	the capital of italian is rome	reject	reject
4487	no method	Sag: Ich habe 4 Schwestern	i have four siblings	reject	reject
4488	RG	Sag: Ich habe 4 Schwestern	i have four sisters	accept	accept
4489	no method	Sag: Ich gehe in die Ferien	i go on the holiday	reject	reject
4490	RG	Sag: Dies ist mein Pass	this is my passport	accept	accept
4491	RG	Sag: Ich heisse Silvia	my name is silvia	accept	accept
4492	no method	Sag: Ich bin aus Spanien	i am from espania	reject	reject
4493	meaning_reject	Sag: Die Hauptstadt von Spanien ist Madrid	the capital of espania is madrid	reject	reject
4494	RG	Sag: Ich habe 4 ältere Schwestern	i have four older sisters	accept	accept
4496	RG	Sag: Dies ist mein Pass	this is my passport	accept	accept
4497	RG	Sag: Ich heisse Erica	my name is erica	accept	accept
4498	RG	Sag: Ich bin aus Australien	i am from australia	accept	accept
4499	RG	Sag: Ich heisse Mona	my name is mona	accept	accept
4500	RG	Sag: Ich bin aus Amerika	i am from america	accept	accept
4501	RG	Sag: Ich heisse Michelle	my name is michelle	accept	accept
4502	RG	Sag: Ich bin aus England	i am from england	accept	accept
4503	RG	Sag: Ich heisse Jack	my name is jack	accept	accept
4504	RG	Sag: Ich bin aus Schottland	i am from scotland	accept	accept
4505	RG	Sag: Ich heisse Jack	my name is jack	accept	accept
4506	RG	Sag: Ich bin aus Österreich	i am from austria	accept	accept
4507	RG	Sag: Österreich ist nicht in Afrika	austria is not in africa	accept	accept
4508	RG	Sag: Österreich ist in Europa	austria is in europe	accept	accept
4509	RG	Sag: Das ist okay	that is okay	accept	accept
4510	RG	Sag: Das ist okay	that is okay	accept	accept
4511	RG	Sag: Das ist okay	that is okay	accept	accept
4512	no method	Sag: Die Hauptstadt von Österreich ist Wien	the capital of austria is wien	reject	reject
4513	no method	Sag: Ich habe eine ältere Schwester	i have three older sisters	reject	reject
4514	no method	Sag: Ich habe eine ältere Schwester	i have three older sisters	reject	reject
4515	no method	Sag: Ich habe eine ältere Schwester	i have three older sisters	reject	reject
4517	RG	Sag: Dies ist mein Pass	this is my passport	accept	accept
4518	RG	Sag: Dies ist mein Pass	this is my passport	accept	accept
4519	magic	Frag: ein Ticket zum Green Park	can i have a ticket to the green park	accept	reject
4520	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i like to pay with credit card	reject	reject
4521	credit card cluster	Sag: Ich möchte mit Pfund bezahlen	i like to buy with pounds	reject	reject
4522	no method	Sag: Ich habe nur grosse Noten	i have only great note	reject	reject
4523	RG	Sag: Ich habe nur grosse Noten	i only have large notes	accept	accept
4524	no method	Frag: Wo ist der Geldautomat?	euh where is the atm	reject	accept
4525	RG	Frag: Wo ist der Geldautomat?	where is the a t m	accept	accept
4526	no method	Frag: ein Ticket zum Trafalgar Square	can i have a ticket to the travel squares	reject	reject
4527	credit card cluster	Sag: Ich möchte mit Postkarte bezahlen	i like to pay by post card	reject	reject
4528	credit card cluster	Sag: Ich möchte mit Schweizer Franken bezahlen	i like to pay by swiss francs	reject	reject
4529	credit card cluster	Sag: Ich möchte mit Schweizer Franken bezahlen	i like pay with swiss francs	reject	reject
4530	RG	Sag: Ich möchte mit Schweizer Franken bezahlen	can i pay with swiss francs	accept	accept
4531	RG	Sag: Ich habe kleinere Note	i have smaller notes	accept	accept
4532	RG	Frag: ein Ticket nach Notting Hill	can i have a ticket to notting hill	accept	accept
4533	credit card cluster	Sag: Ich möchte mit Visa bezahlen	can i pay with vi visa	reject	accept
4534	RG	Sag: Ich möchte mit Euros bezahlen	can i pay with euros	accept	accept
4535	magic	Sag: Ich habe nur grosse Noten	i have only big notes	accept	accept
4536	no method	Sag: Ich habe nur grosse Noten	i only have big notes	reject	accept
4538	magic	Sag: Kann ich mit Kreditkarte bezahlen	can i pay with credit card	accept	reject
4539	no method	Sag: Kann ich mit Kreditkarte bezahlen	can i pay with credit card	reject	reject
4540	magic	Sag: Kann ich mit Kreditkarte bezahlen	i like to pay with credit card	accept	reject
4541	RG	Frag: 3 Musical-Tickets	can i have three musical tickets	accept	accept
4542	no method	Frag: ein Ticket für Donnerstagabend	i like to go at tuesday evening	reject	reject
4544	RG	Frag: 3 Tickets für Wicked	can i have three tickets for wicked	accept	accept
4545	RG	Sag: Ich möchte in der vierten Reihe sitzen	i would like to sit in the fourth row	accept	accept
4546	magic	Frag: Tickets für das Naturhistorische Museum	can i have tickets for the natural museum	accept	reject
4547	RG	Frag: 2 Tickets	can i have two tickets	accept	accept
4548	RG	Frag: 1 Musical-Ticket	can i have one musical ticket	accept	accept
4549	meaning_reject	Frag: ein Ticket für Freitagabend	i like to go at friday night	reject	reject
4550	no method	Frag: ein Ticket für Freitagabend	can i have a ticket for friday night	reject	accept
4551	no method	Frag: ein Ticket für Freitagabend	i couldn't understand you	reject	reject
4552	magic	Frag: ein Ticket für Billy Elliot	can i have a ticket for billy elliot	accept	accept
4553	no method	Sag: Ich möchte vorne sitzen	i like to sat on the first row	reject	reject
4554	no method	Sag: Ich möchte vorne sitzen	i like to sit in the first row	reject	reject
4556	RG	Frag: Tickets für die National Gallery	can i have tickets for the national gallery	accept	accept
4557	RG	Frag: 4 Tickets	can i have four tickets	accept	accept
4558	RG	Frag: 4 Musical-Tickets	can i have four musical tickets	accept	accept
4559	magic	Sag: Ich möchte am Dienstagabend gehen	i like to go at tuesday night	accept	reject
4560	RG	Frag: 4 Tickets für Wicked	can i have four tickets for wicked	accept	accept
4562	RG	Frag: Tickets für die National Gallery	can i have tickets for the national gallery	accept	accept
4563	RG	Frag: 3 Tickets	can i have three tickets	accept	accept
4564	RG	Frag: einen Tee	can i have a tea	accept	accept
4565	RG	Frag: einen Tee	i would like a tea	accept	accept
4566	RG	Frag: einen Hamburger	i would like a hamburger	accept	accept
4567	RG	Frag: meinen Hamburger medium	i would like my hamburger medium	accept	accept
4568	RG	Frag: etwas Knoblauchbrot	i would like some garlic bread	accept	accept
4569	Restarant Cluster	Frag: Ich möchte die Dessertkarte	can i have the dessert card	reject	reject
4570	Restarant Cluster	Frag: Ich möchte die Dessertkarte	i would like the dessert card	reject	reject
4571	RG	Frag: Ich möchte die Dessertkarte	the dessert menu	accept	accept
4572	RG	Frag: ein Wasser ohne Kohlensäure	can i have a still water	accept	accept
4573	RG	Frag: den Sonntagsbraten	i would like the sunday roast	accept	accept
4574	RG	Frag: den Sonntagsbraten	can i have the sunday roast	accept	accept
4575	no method	Frag: meinen Sonntagsbraten medium	i like my sunday roast medium	reject	accept
4576	RG	Frag: Pilze	can i have some mushrooms	accept	accept
4577	RG	Sag: Dies ist nicht was ich bestellt habe	this is not what i ordered	accept	accept
4578	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	accept	accept
4579	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	accept	accept
4580	RG	Frag: Custard Tart	i would like the custard tart	accept	accept
4581	RG	Frag: Ich möchte die Rechnung	can i have the bill	accept	accept
4582	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i like to pay by credit card	reject	reject
4583	RG	Frag: eine Fanta	can i have a fanta	accept	accept
4584	RG	Frag: ein Steak	can i have a steak	accept	accept
4585	magic	Frag: mein Steak medium	i like my steak medium	accept	accept
4586	no method	Frag: Bohnen	i would like bones	reject	reject
4587	RG	Frag: Bohnen	i would like some beans	accept	accept
4588	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	accept	accept
4589	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	accept	accept
4590	RG	Frag: Ich möchte die Dessertkarte	the dessert menu	accept	accept
4591	RG	Frag: eine Cola	can i have a coke	accept	accept
4592	RG	Frag: ein Steak	can i have a steak	accept	accept
4593	RG	Frag: ein Steak	can i have the steak	accept	accept
4594	RG	Frag: ein Steak	i would like the steak	accept	accept
4595	RG	Frag: mein Steak durchgebraten	i would like my steak well done	accept	accept
4596	no method	Frag: mein Steak durchgebraten	i would like my steak well down	reject	reject
4597	RG	Frag: die Tagessuppe	can i have the soup of the day	accept	accept
4598	RG	Sag: Dies ist nicht was ich bestellt habe	that is not what i ordered	accept	accept
4599	no method	Sag: Dies ist nicht was ich bestellt habe	that is not what i order	reject	reject
4600	RG	Sag: Dies ist nicht was ich bestellt habe	this is not what i ordered	accept	accept
4601	Restarant Cluster	Frag: Ich möchte die Dessertkarte	can i have the dessert menu can i have the dessert menu	reject	accept
4602	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	accept	accept
4603	RG	Frag: Custard Tart	i would like the custard tart	accept	accept
4604	RG	Frag: Ich möchte die Rechnung	can i have the bill	accept	accept
4605	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i like to pay with credit card	reject	reject
4606	RG	Frag: eine Limonade	can i have a lemonade	accept	accept
4607	RG	Frag: ein Steak	can i have the steak	accept	accept
4608	magic	Frag: mein Steak rare	i like my steak rare	accept	accept
4609	no method	Frag: etwas Knoblauchbrot	can i have a cursy bread	reject	reject
4610	no method	Frag: etwas Knoblauchbrot	can i have a bit percy bread	reject	reject
4611	no method	Frag: etwas Knoblauchbrot	can i have a bit toast bread	reject	reject
4612	RG	Sag: Dies ist nicht was ich bestellt habe	this is not what what i ordered	accept	accept
4613	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	accept	accept
4614	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	accept	accept
4615	RG	Frag: Ich möchte die Dessertkarte	can i have the dessert menu	accept	accept
4617	no method	Frag: Zitronenkuchen	i would like a citro cake	reject	reject
4618	no method	Frag: Zitronenkuchen	i would like the cake of citro	reject	reject
4619	RG	Frag: Ich möchte die Rechnung	can i have the bill	accept	accept
4620	credit card cluster	Sag: Ich möchte mit Kreditkarte bezahlen	i like to pay with credit card	reject	reject
4621	RG	Sag: Ich möchte mit Kreditkarte bezahlen	i would like to pay with credit card	accept	reject
4622	RG	Frag: Wo ist die National Gallery?	where is the national gallery	accept	accept
4623	magic	Frag: Wo ist Piccadilly Circus?	where is the piccadilly circus	accept	reject
4624	RG	Frag: Wo ist Piccadilly Circus?	could you give me directions to piccadilly circus	accept	accept
4625	magic	Frag: Welcher Bus fährt dorthin?	which bus can i take	accept	accept
4627	RG	Frag: Wo ist das Science Museum?	where is the science museum	accept	accept
4628	RG	Frag: Wo ist das London Eye?	where is the london eye	accept	accept
4629	no method	Frag: Welcher Bus fährt dorthin?	which bus can i take	reject	accept
4630	RG	Sag: Der Tower ist nahe der Tower Bridge	the tower is near the tower bridge	accept	accept
4631	RG	Sag: Ich weiss es nicht	i do not know	accept	accept
4632	no method	Sag: Ich muss gehen	i would like to go	reject	accept
4634	RG	Frag: Wo ist das Science Museum?	where is the science museum	accept	accept
4635	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	the marble arch is across the hyde park	reject	reject
4636	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	the marble parch nei	reject	reject
4637	no method	Sag: Marble Arch ist gegenüber dem Hyde Park	the marble arch is across to hyde park	reject	reject
4638	RG	Frag: Wo ist das British Museum?	where is the british museum	accept	accept
4639	RG	Frag: Wo ist das British Museum?	where is the british museum	accept	accept
4640	no method	Frag: Wo ist Big Ben?	where is the big ben	reject	reject
4641	magic	Frag: Welcher Bus fährt dorthin?	which bus can i take	accept	accept
4642	no method	Sag: Saint Pauls Cathedral ist nahe der Bank of England	the saint pauls cathedral is near to bank of england	reject	reject
4643	RG	Frag: Wo ist das Science Museum?	where is the science museum	accept	accept
4644	RG	Frag: Wo ist der Tower?	where is the tower	accept	accept
4645	RG	Frag: Wo ist der Tower?	where is the tower	accept	accept
4646	RG	Frag: Wo ist der Tower?	where is the tower	accept	accept
4647	no method	Sag: Saint Pauls Cathedral ist nahe der Bank of England	the saint pauls cathedral is near to the bank of england	reject	reject
4649	RG	Frag: Sandalen	i would like sandals	accept	accept
4651	RG	Frag: rote Sandalen	i would like red sandals	accept	accept
4652	RG	Frag: Grösse 39	thirty-nine	accept	accept
4653	no method	Frag: Jeans	can i have teen	reject	reject
4654	RG	Frag: pinkige Jeans	i would like pink jeans	accept	accept
4656	RG	Frag: Wie viel kostet die Jeans?	how much are these jeans	accept	accept
4657	no method	Frag: Wie viel kostet die Jeans?	how much does the jeans cost	reject	reject
4658	RG	Sag: Dies ist zu teuer	this is too expensive	accept	accept
4659	RG	Sag: Mir geht es gut	i am fine	accept	accept
4660	RG	Frag: Stiefel	i would like boots	accept	accept
4661	RG	Frag: blaue Stiefel	i would like blue boots	accept	accept
4662	RG	Frag: Grösse 37	thirty-seven	accept	accept
4663	RG	Frag: ein Hemd	can i have a shirt	accept	accept
4664	RG	Frag: ein gelbes Hemd	i would like a yellow shirt	accept	accept
4667	RG	Frag: eine L	i am a large	accept	accept
4668	RG	Frag: Wie viel kostet es?	how much does it cost	accept	accept
4669	RG	Sag: Das Hemd ist zu teuer	the shirt is too expensive	accept	accept
4670	RG	Frag: Zimmer für 5 Nächte	can i have a room for five nights	accept	accept
4671	RG	Frag: Suite	can i have a suite	accept	accept
4672	RG	Sag: Ich möchte mit Kreditkarte bezahlen	can i pay with credit card	accept	reject
4673	RG	Frag: Gibt es einen Coiffeur?	is there a hairdresser	accept	accept
4674	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	accept	accept
4675	RG	Frag: Wo ist der Coiffeur?	where is the hairdresser	accept	accept
4676	no method	Frag: Wo ist der Coiffeur?	can you give me the direction to the hairdresser	reject	reject
4677	meaning_reject	Frag: Zimmer für 1 Woche	can i have a room for one night	reject	reject
4678	no method	Frag: Doppelzimmer	can i have a double roo double room	reject	accept
4679	RG	Frag: Doppelzimmer	can i have a double room	accept	accept
4680	RG	Frag: Doppelzimmer	can i have a double room	accept	accept
4681	RG	Sag: Ich möchte mit Mastercard bezahlen	can i pay with mastercard	accept	accept
4682	RG	Frag: Gibt es einen Lift?	is there a lift	accept	accept
4683	no method	Frag: Gibt es einen Lift?	is there a ascenseur	reject	reject
4684	RG	Frag: Gibt es einen Lift?	is there a lift	accept	accept
4685	RG	Frag: ein Ticket nach London	can i have a ticket to london	accept	accept
4686	no method	Sag: Ich möchte um 22 Uhr morgen abreisen	i like to leave tomorrow at ten o'clock pm	reject	accept
4687	RG	Sag: Ich heisse John	my name is john	accept	accept
4688	RG	Sag: Ich bin aus Italien	i am from italy	accept	accept
4689	RG	Frag: 4 Tickets nach London	can i have four tickets to london	accept	accept
4690	magic	Sag: Ich möchte am Mittwochabend abreisen	i like to leave at wednesday night	accept	reject
4691	no method	Sag: Ich möchte am Mittwochabend abreisen	i like to leave at wednesday evening	reject	reject
4692	magic	Sag: Ich möchte am Mittwochabend abreisen	i like to leave at wednesday night	accept	reject
4693	RG	Sag: Ich heisse Janet	my name is janet	accept	accept
4694	RG	Sag: Ich bin aus Italien	i am from italy	accept	accept
4695	RG	Sag: Ich bin aus Italien	i am from italy	accept	accept
4696	RG	Frag: 3 Tickets nach London	can i have three tickets to london	accept	accept
4697	magic	Sag: Ich möchte am Sonntag abreisen	i like to leave at sunday	accept	reject
4698	RG	Sag: Ich heisse Paolo	my name is paolo	accept	accept
4699	no method	Sag: Ich bin aus der Schweiz	i am from swiss	reject	reject
4700	RG	Sag: Ich heisse Sarah	my name is sarah	accept	accept
4701	RG	Sag: Ich bin aus Portugal	i am from portugal	accept	accept