Id	Prompt	Wavfile	Accept
4336	Frag: Ich möchte die Dessertkarte	4336.wav	reject
4337	Frag: Custard Tart	4337.wav	reject
4338	Frag: Ich möchte die Rechnung	4338.wav	reject
4339	Frag: Ich möchte die Rechnung	4339.wav	accept
4340	Sag: Ich möchte mit Kreditkarte bezahlen	4340.wav	reject
4343	Sag: Mir geht es gut	4343.wav	reject
4344	Sag: Mir geht es gut	4344.wav	accept
4346	Frag: Sandalen	4346.wav	reject
4347	Frag: Sandalen	4347.wav	accept
4348	Frag: blaue Sandalen	4348.wav	accept
4349	Frag: Grösse 41	4349.wav	accept
4350	Frag: ein T-Shirt	4350.wav	accept
4351	Frag: ein rotes T-Shirt	4351.wav	accept
4352	Frag: eine S	4352.wav	reject
4353	Frag: eine S	4353.wav	reject
4354	Frag: eine S	4354.wav	reject
4355	Frag: Wie viel kostet das T-Shirt?	4355.wav	accept
4357	Frag: Stiefel	4357.wav	reject
4358	Frag: Stiefel	4358.wav	reject
4359	Frag: Stiefel	4359.wav	reject
4360	Frag: weisse Stiefel	4360.wav	accept
4361	Frag: Grösse 43	4361.wav	reject
4362	Frag: Grösse 43	4362.wav	reject
4363	Sag: Ich habe keine Reservation	4363.wav	accept
4364	Frag: Zimmer für 2 Nächte	4364.wav	accept
4365	Frag: Einzelzimmer	4365.wav	accept
4366	Sag: Ich möchte mit Mastercard bezahlen	4366.wav	accept
4368	Frag: Gibt es ein Fitnessstudio?	4368.wav	accept
4369	Frag: Wo ist das Fitnessstudio?	4369.wav	accept
4370	Sag: Ich habe keine Reservation	4370.wav	accept
4371	Frag: Zimmer für 4 Nächte	4371.wav	accept
4372	Frag: Einzelzimmer	4372.wav	accept
4373	Sag: Ich möchte mit Kreditkarte bezahlen	4373.wav	reject
4374	Frag: Gibt es ein Hotelrestaurant?	4374.wav	accept
4375	Frag: Wo ist das Hotelrestaurant?	4375.wav	accept
4377	Frag: Zimmer für 6 Nächte	4377.wav	accept
4380	Frag: Gibt es ein Hotelrestaurant?	4380.wav	accept
4381	Frag: Wo ist das Hotelrestaurant?	4381.wav	accept
4382	Frag: Zimmer für 5 Nächte	4382.wav	accept
4383	Frag: Doppelzimmer	4383.wav	accept
4384	Sag: Ich möchte mit Kreditkarte bezahlen	4384.wav	reject
4385	Frag: Gibt es einen Lebensmittelladen?	4385.wav	accept
4386	Frag: Wo ist der Lebensmittelladen?	4386.wav	accept
4387	Sag: Ich habe keine Reservation	4387.wav	reject
4388	Sag: Ich habe keine Reservation	4388.wav	reject
4389	Sag: Ich habe keine Reservation	4389.wav	reject
4390	Sag: Ich habe keine Reservation	4390.wav	reject
4392	Sag: Ich habe keine Reservation	4392.wav	accept
4394	Sag: Ich habe keine Reservation	4394.wav	reject
4395	Sag: Ich habe keine Reservation	4395.wav	reject
4396	Sag: Ich heisse Thomas	4396.wav	accept
4397	Sag: Ich bin aus Irland	4397.wav	accept
4398	Frag: ein Ticket nach London	4398.wav	accept
4399	Sag: Ich möchte um 18 Uhr morgen abreisen	4399.wav	reject
4400	Sag: Ich heisse Thomas	4400.wav	reject
4401	Sag: Ich bin aus Spanien	4401.wav	accept
4402	Sag: Ich heisse Patrick	4402.wav	accept
4403	Sag: Ich bin aus der Schweiz	4403.wav	accept
4404	Sag: Die Hauptstadt von der Schweiz ist Bern	4404.wav	reject
4405	Sag: Die Hauptstadt von der Schweiz ist Bern	4405.wav	accept
4406	Sag: Ich habe 3 ältere Brüder	4406.wav	accept
4408	Sag: Ich gehe in die Ferien	4408.wav	reject
4409	Sag: Dies ist mein Pass	4409.wav	accept
4410	Sag: Dies ist mein Pass	4410.wav	accept
4411	Frag: ein Ticket nach Notting Hill	4411.wav	reject
4412	Sag: Ich möchte mit Visa bezahlen	4412.wav	reject
4413	Sag: Ich möchte mit Visa bezahlen	4413.wav	accept
4415	Frag: 1 Musical-Ticket	4415.wav	accept
4417	Sag: Ich möchte am Dienstagabend gehen	4417.wav	accept
4418	Frag: ein Ticket für Mamma Mia	4418.wav	reject
4419	Frag: ein Ticket für Mamma Mia	4419.wav	accept
4420	Sag: Ich möchte in der fünften Reihe sitzen	4420.wav	accept
4421	Sag: Ich möchte in der fünften Reihe sitzen	4421.wav	accept
4422	Frag: Tickets für die National Gallery	4422.wav	accept
4423	Frag: 2 Tickets	4423.wav	accept
4424	Frag: Zimmer für 4 Nächte	4424.wav	reject
4425	Frag: Doppelzimmer	4425.wav	accept
4426	Sag: Ich möchte mit Visa bezahlen	4426.wav	reject
4427	Sag: Ich möchte mit Visa bezahlen	4427.wav	reject
4428	Sag: Ich möchte mit Visa bezahlen	4428.wav	reject
4429	Frag: Gibt es ein Hotelrestaurant?	4429.wav	accept
4430	Frag: Wo ist das Hotelrestaurant?	4430.wav	accept
4431	Frag: Wo ist das Hotelrestaurant?	4431.wav	accept
4432	Frag: Wo ist die National Gallery?	4432.wav	reject
4433	Frag: Wo ist Piccadilly Circus?	4433.wav	accept
4434	Frag: Wo ist Piccadilly Circus?	4434.wav	reject
4435	Frag: Wo ist Piccadilly Circus?	4435.wav	reject
4436	Sag: Es ist nahe der Bank of England	4436.wav	accept
4437	Sag: Es ist nahe der Bank of England	4437.wav	reject
4438	Sag: Mir geht es gut	4438.wav	accept
4439	Frag: Stiefel	4439.wav	accept
4440	Frag: weisse Stiefel	4440.wav	reject
4441	Frag: weisse Stiefel	4441.wav	accept
4442	Frag: Grösse 42	4442.wav	reject
4443	Frag: ein T-Shirt	4443.wav	accept
4444	Frag: ein T-Shirt	4444.wav	accept
4445	Frag: ein gelbes T-Shirt	4445.wav	accept
4446	Frag: eine S	4446.wav	accept
4447	Frag: Wie viel kostet das T-Shirt?	4447.wav	reject
4449	Sag: Dies ist zu teuer	4449.wav	reject
4450	Sag: Dies ist zu teuer	4450.wav	accept
4451	Sag: Mir geht es gut	4451.wav	reject
4452	Frag: Sandalen	4452.wav	accept
4453	Frag: blaue Sandalen	4453.wav	reject
4454	Frag: blaue Sandalen	4454.wav	accept
4455	Frag: Grösse 43	4455.wav	reject
4456	Frag: Grösse 43	4456.wav	accept
4457	Frag: ein Hemd	4457.wav	reject
4458	Frag: ein Hemd	4458.wav	reject
4459	Frag: ein pinkiges Hemd	4459.wav	accept
4460	Frag: eine L	4460.wav	reject
4461	Sag: Dies ist zu eng	4461.wav	reject
4462	Sag: Dies ist zu eng	4462.wav	reject
4463	Sag du möchtest nicht: dieses Hemd	4463.wav	accept
4464	Sag, dass du es nicht möchtest	4464.wav	accept
4465	Sag: Ich habe keine Reservation	4465.wav	reject
4466	Sag: Ich habe keine Reservation	4466.wav	reject
4468	Frag: ein Ticket zum Piccadilly Circus	4468.wav	accept
4470	Frag: 4 Tickets nach London	4470.wav	reject
4471	Frag: 4 Tickets nach London	4471.wav	reject
4472	Frag: 4 Tickets nach London	4472.wav	reject
4473	Sag: Ich möchte am Dienstagabend abreisen	4473.wav	accept
4474	Sag: Ich heisse Nick	4474.wav	accept
4475	Sag: Ich bin aus Österreich	4475.wav	accept
4476	Frag: 2 Tickets nach London	4476.wav	reject
4477	Sag: Ich möchte am Sonntag abreisen	4477.wav	accept
4478	Sag: Ich heisse Patrick	4478.wav	accept
4479	Frag: 3 Tickets nach London	4479.wav	accept
4480	Sag: Ich möchte am Samstagabend abreisen	4480.wav	reject
4481	Sag: Ich heisse Barbara	4481.wav	accept
4482	Sag: Ich bin aus Spanien	4482.wav	reject
4483	Sag: Ich bin aus Spanien	4483.wav	reject
4484	Sag: Ich heisse James	4484.wav	accept
4485	Sag: Ich bin aus Italien	4485.wav	reject
4486	Sag: Die Hauptstadt von Italien ist Rom	4486.wav	reject
4487	Sag: Ich habe 4 Schwestern	4487.wav	reject
4488	Sag: Ich habe 4 Schwestern	4488.wav	accept
4489	Sag: Ich gehe in die Ferien	4489.wav	reject
4490	Sag: Dies ist mein Pass	4490.wav	accept
4491	Sag: Ich heisse Silvia	4491.wav	accept
4492	Sag: Ich bin aus Spanien	4492.wav	reject
4493	Sag: Die Hauptstadt von Spanien ist Madrid	4493.wav	reject
4494	Sag: Ich habe 4 ältere Schwestern	4494.wav	reject
4496	Sag: Dies ist mein Pass	4496.wav	accept
4497	Sag: Ich heisse Erica	4497.wav	accept
4498	Sag: Ich bin aus Australien	4498.wav	reject
4499	Sag: Ich heisse Mona	4499.wav	accept
4500	Sag: Ich bin aus Amerika	4500.wav	accept
4501	Sag: Ich heisse Michelle	4501.wav	accept
4502	Sag: Ich bin aus England	4502.wav	accept
4503	Sag: Ich heisse Jack	4503.wav	accept
4504	Sag: Ich bin aus Schottland	4504.wav	accept
4505	Sag: Ich heisse Jack	4505.wav	accept
4506	Sag: Ich bin aus Österreich	4506.wav	accept
4507	Sag: Österreich ist nicht in Afrika	4507.wav	accept
4508	Sag: Österreich ist in Europa	4508.wav	accept
4509	Sag: Das ist okay	4509.wav	accept
4510	Sag: Das ist okay	4510.wav	accept
4511	Sag: Das ist okay	4511.wav	accept
4512	Sag: Die Hauptstadt von Österreich ist Wien	4512.wav	accept
4513	Sag: Ich habe eine ältere Schwester	4513.wav	reject
4514	Sag: Ich habe eine ältere Schwester	4514.wav	reject
4515	Sag: Ich habe eine ältere Schwester	4515.wav	reject
4517	Sag: Dies ist mein Pass	4517.wav	accept
4518	Sag: Dies ist mein Pass	4518.wav	reject
4519	Frag: ein Ticket zum Green Park	4519.wav	accept
4520	Sag: Ich möchte mit Kreditkarte bezahlen	4520.wav	reject
4521	Sag: Ich möchte mit Pfund bezahlen	4521.wav	reject
4522	Sag: Ich habe nur grosse Noten	4522.wav	reject
4523	Sag: Ich habe nur grosse Noten	4523.wav	accept
4524	Frag: Wo ist der Geldautomat?	4524.wav	reject
4525	Frag: Wo ist der Geldautomat?	4525.wav	reject
4526	Frag: ein Ticket zum Trafalgar Square	4526.wav	accept
4527	Sag: Ich möchte mit Postkarte bezahlen	4527.wav	reject
4528	Sag: Ich möchte mit Schweizer Franken bezahlen	4528.wav	reject
4529	Sag: Ich möchte mit Schweizer Franken bezahlen	4529.wav	reject
4530	Sag: Ich möchte mit Schweizer Franken bezahlen	4530.wav	accept
4531	Sag: Ich habe kleinere Note	4531.wav	reject
4532	Frag: ein Ticket nach Notting Hill	4532.wav	reject
4533	Sag: Ich möchte mit Visa bezahlen	4533.wav	accept
4534	Sag: Ich möchte mit Euros bezahlen	4534.wav	reject
4535	Sag: Ich habe nur grosse Noten	4535.wav	reject
4536	Sag: Ich habe nur grosse Noten	4536.wav	reject
4538	Sag: Kann ich mit Kreditkarte bezahlen	4538.wav	accept
4539	Sag: Kann ich mit Kreditkarte bezahlen	4539.wav	reject
4540	Sag: Kann ich mit Kreditkarte bezahlen	4540.wav	accept
4541	Frag: 3 Musical-Tickets	4541.wav	accept
4542	Frag: ein Ticket für Donnerstagabend	4542.wav	reject
4544	Frag: 3 Tickets für Wicked	4544.wav	accept
4545	Sag: Ich möchte in der vierten Reihe sitzen	4545.wav	accept
4546	Frag: Tickets für das Naturhistorische Museum	4546.wav	accept
4547	Frag: 2 Tickets	4547.wav	accept
4548	Frag: 1 Musical-Ticket	4548.wav	accept
4549	Frag: ein Ticket für Freitagabend	4549.wav	reject
4550	Frag: ein Ticket für Freitagabend	4550.wav	reject
4551	Frag: ein Ticket für Freitagabend	4551.wav	reject
4552	Frag: ein Ticket für Billy Elliot	4552.wav	accept
4553	Sag: Ich möchte vorne sitzen	4553.wav	reject
4554	Sag: Ich möchte vorne sitzen	4554.wav	reject
4556	Frag: Tickets für die National Gallery	4556.wav	accept
4557	Frag: 4 Tickets	4557.wav	accept
4558	Frag: 4 Musical-Tickets	4558.wav	accept
4559	Sag: Ich möchte am Dienstagabend gehen	4559.wav	reject
4560	Frag: 4 Tickets für Wicked	4560.wav	accept
4562	Frag: Tickets für die National Gallery	4562.wav	accept
4563	Frag: 3 Tickets	4563.wav	accept
4564	Frag: einen Tee	4564.wav	reject
4565	Frag: einen Tee	4565.wav	accept
4566	Frag: einen Hamburger	4566.wav	accept
4567	Frag: meinen Hamburger medium	4567.wav	accept
4568	Frag: etwas Knoblauchbrot	4568.wav	accept
4569	Frag: Ich möchte die Dessertkarte	4569.wav	reject
4570	Frag: Ich möchte die Dessertkarte	4570.wav	reject
4571	Frag: Ich möchte die Dessertkarte	4571.wav	accept
4572	Frag: ein Wasser ohne Kohlensäure	4572.wav	accept
4573	Frag: den Sonntagsbraten	4573.wav	accept
4574	Frag: den Sonntagsbraten	4574.wav	accept
4575	Frag: meinen Sonntagsbraten medium	4575.wav	reject
4576	Frag: Pilze	4576.wav	reject
4577	Sag: Dies ist nicht was ich bestellt habe	4577.wav	accept
4578	Frag: Ich möchte die Dessertkarte	4578.wav	accept
4579	Frag: Ich möchte die Dessertkarte	4579.wav	reject
4580	Frag: Custard Tart	4580.wav	reject
4581	Frag: Ich möchte die Rechnung	4581.wav	accept
4582	Sag: Ich möchte mit Kreditkarte bezahlen	4582.wav	reject
4583	Frag: eine Fanta	4583.wav	accept
4584	Frag: ein Steak	4584.wav	accept
4585	Frag: mein Steak medium	4585.wav	accept
4586	Frag: Bohnen	4586.wav	reject
4587	Frag: Bohnen	4587.wav	reject
4588	Frag: Ich möchte die Dessertkarte	4588.wav	accept
4589	Frag: Ich möchte die Dessertkarte	4589.wav	accept
4590	Frag: Ich möchte die Dessertkarte	4590.wav	accept
4591	Frag: eine Cola	4591.wav	reject
4592	Frag: ein Steak	4592.wav	accept
4593	Frag: ein Steak	4593.wav	reject
4594	Frag: ein Steak	4594.wav	accept
4595	Frag: mein Steak durchgebraten	4595.wav	accept
4596	Frag: mein Steak durchgebraten	4596.wav	accept
4597	Frag: die Tagessuppe	4597.wav	accept
4598	Sag: Dies ist nicht was ich bestellt habe	4598.wav	accept
4599	Sag: Dies ist nicht was ich bestellt habe	4599.wav	accept
4600	Sag: Dies ist nicht was ich bestellt habe	4600.wav	accept
4601	Frag: Ich möchte die Dessertkarte	4601.wav	reject
4602	Frag: Ich möchte die Dessertkarte	4602.wav	accept
4603	Frag: Custard Tart	4603.wav	accept
4604	Frag: Ich möchte die Rechnung	4604.wav	accept
4605	Sag: Ich möchte mit Kreditkarte bezahlen	4605.wav	reject
4606	Frag: eine Limonade	4606.wav	accept
4607	Frag: ein Steak	4607.wav	accept
4608	Frag: mein Steak rare	4608.wav	accept
4609	Frag: etwas Knoblauchbrot	4609.wav	reject
4610	Frag: etwas Knoblauchbrot	4610.wav	reject
4611	Frag: etwas Knoblauchbrot	4611.wav	reject
4612	Sag: Dies ist nicht was ich bestellt habe	4612.wav	accept
4613	Frag: Ich möchte die Dessertkarte	4613.wav	accept
4614	Frag: Ich möchte die Dessertkarte	4614.wav	accept
4615	Frag: Ich möchte die Dessertkarte	4615.wav	reject
4617	Frag: Zitronenkuchen	4617.wav	reject
4618	Frag: Zitronenkuchen	4618.wav	reject
4619	Frag: Ich möchte die Rechnung	4619.wav	accept
4620	Sag: Ich möchte mit Kreditkarte bezahlen	4620.wav	reject
4621	Sag: Ich möchte mit Kreditkarte bezahlen	4621.wav	accept
4622	Frag: Wo ist die National Gallery?	4622.wav	accept
4623	Frag: Wo ist Piccadilly Circus?	4623.wav	accept
4624	Frag: Wo ist Piccadilly Circus?	4624.wav	accept
4625	Frag: Welcher Bus fährt dorthin?	4625.wav	accept
4627	Frag: Wo ist das Science Museum?	4627.wav	accept
4628	Frag: Wo ist das London Eye?	4628.wav	accept
4629	Frag: Welcher Bus fährt dorthin?	4629.wav	reject
4630	Sag: Der Tower ist nahe der Tower Bridge	4630.wav	accept
4631	Sag: Ich weiss es nicht	4631.wav	accept
4632	Sag: Ich muss gehen	4632.wav	reject
4634	Frag: Wo ist das Science Museum?	4634.wav	accept
4635	Sag: Marble Arch ist gegenüber dem Hyde Park	4635.wav	reject
4636	Sag: Marble Arch ist gegenüber dem Hyde Park	4636.wav	reject
4637	Sag: Marble Arch ist gegenüber dem Hyde Park	4637.wav	reject
4638	Frag: Wo ist das British Museum?	4638.wav	accept
4639	Frag: Wo ist das British Museum?	4639.wav	reject
4640	Frag: Wo ist Big Ben?	4640.wav	reject
4641	Frag: Welcher Bus fährt dorthin?	4641.wav	accept
4642	Sag: Saint Pauls Cathedral ist nahe der Bank of England	4642.wav	reject
4643	Frag: Wo ist das Science Museum?	4643.wav	accept
4644	Frag: Wo ist der Tower?	4644.wav	reject
4645	Frag: Wo ist der Tower?	4645.wav	accept
4646	Frag: Wo ist der Tower?	4646.wav	reject
4647	Sag: Saint Pauls Cathedral ist nahe der Bank of England	4647.wav	reject
4649	Frag: Sandalen	4649.wav	reject
4651	Frag: rote Sandalen	4651.wav	accept
4652	Frag: Grösse 39	4652.wav	accept
4653	Frag: Jeans	4653.wav	reject
4654	Frag: pinkige Jeans	4654.wav	accept
4656	Frag: Wie viel kostet die Jeans?	4656.wav	reject
4657	Frag: Wie viel kostet die Jeans?	4657.wav	reject
4658	Sag: Dies ist zu teuer	4658.wav	accept
4659	Sag: Mir geht es gut	4659.wav	accept
4660	Frag: Stiefel	4660.wav	accept
4661	Frag: blaue Stiefel	4661.wav	accept
4662	Frag: Grösse 37	4662.wav	reject
4663	Frag: ein Hemd	4663.wav	accept
4664	Frag: ein gelbes Hemd	4664.wav	accept
4667	Frag: eine L	4667.wav	accept
4668	Frag: Wie viel kostet es?	4668.wav	accept
4669	Sag: Das Hemd ist zu teuer	4669.wav	accept
4670	Frag: Zimmer für 5 Nächte	4670.wav	accept
4671	Frag: Suite	4671.wav	accept
4672	Sag: Ich möchte mit Kreditkarte bezahlen	4672.wav	reject
4673	Frag: Gibt es einen Coiffeur?	4673.wav	accept
4674	Frag: Wo ist der Coiffeur?	4674.wav	accept
4675	Frag: Wo ist der Coiffeur?	4675.wav	accept
4676	Frag: Wo ist der Coiffeur?	4676.wav	reject
4677	Frag: Zimmer für 1 Woche	4677.wav	reject
4678	Frag: Doppelzimmer	4678.wav	reject
4679	Frag: Doppelzimmer	4679.wav	accept
4680	Frag: Doppelzimmer	4680.wav	accept
4681	Sag: Ich möchte mit Mastercard bezahlen	4681.wav	reject
4682	Frag: Gibt es einen Lift?	4682.wav	accept
4683	Frag: Gibt es einen Lift?	4683.wav	reject
4684	Frag: Gibt es einen Lift?	4684.wav	accept
4685	Frag: ein Ticket nach London	4685.wav	accept
4686	Sag: Ich möchte um 22 Uhr morgen abreisen	4686.wav	reject
4687	Sag: Ich heisse John	4687.wav	accept
4688	Sag: Ich bin aus Italien	4688.wav	reject
4689	Frag: 4 Tickets nach London	4689.wav	accept
4690	Sag: Ich möchte am Mittwochabend abreisen	4690.wav	accept
4691	Sag: Ich möchte am Mittwochabend abreisen	4691.wav	reject
4692	Sag: Ich möchte am Mittwochabend abreisen	4692.wav	accept
4693	Sag: Ich heisse Janet	4693.wav	reject
4694	Sag: Ich bin aus Italien	4694.wav	accept
4695	Sag: Ich bin aus Italien	4695.wav	reject
4696	Frag: 3 Tickets nach London	4696.wav	accept
4697	Sag: Ich möchte am Sonntag abreisen	4697.wav	accept
4698	Sag: Ich heisse Paolo	4698.wav	accept
4699	Sag: Ich bin aus der Schweiz	4699.wav	reject
4700	Sag: Ich heisse Sarah	4700.wav	accept
4701	Sag: Ich bin aus Portugal	4701.wav	accept